topicId,rootId,wordId,type,group,title,question,answers,correctAnswer,explanation,audio_script,image_description,wordGroup,level,order
t-hsk1-connguoi,r-men,w-tamen,C2,C,"{""vi"": ""Chọn câu đúng"", ""en"": ""Choose correct sentence""}","{""vi"": ""Chọn câu đúng:"", ""en"": """"}","{""vi"": [""A. 他们都是我的朋友。\nTāmen dōu shì wǒ de péngyou."", ""B. 他们是都我的朋友。\nTāmen shì dōu wǒ de péngyou.""], ""en"": ["""", """"]}","{""vi"": ""A"", ""en"": """"}","{""vi"": ""Câu đúng:\n他们都是我的朋友。\nTāmen dōu shì wǒ de péngyou.\nDịch: Họ đều là bạn của tôi.\n\nCâu sai:\n他们是都我的朋友。\nTāmen shì dōu wǒ de péngyou.\nLý do: \""都\"" phải đứng trước động từ \""是\"", không đứng sau."", ""en"": """"}",None,None,[],HSK1,3590
t-hsk1-connguoi,r-men,w-tamen,C3,C,"{""vi"": ""Đúng/Sai cách dùng"", ""en"": ""True/False usage""}","{""vi"": ""Phán đoán đúng sai:\n他们学生是。\nTāmen xuéshēng shì."", ""en"": """"}","{""vi"": [""A. Đúng"", ""B. Sai""], ""en"": ["""", """"]}","{""vi"": ""B"", ""en"": """"}","{""vi"": ""Nguyên nhân sai: Sai cấu trúc câu - \""是\"" phải đứng trước danh từ làm vị ngữ, không đứng sau.\n\nCâu đúng:\n他们是学生。\nTāmen shì xuéshēng.\nDịch: Họ là học sinh."", ""en"": """"}",None,None,[],HSK1,3591
t-hsk1-connguoi,r-men,w-tamen,C4,C,"{""vi"": ""Điền trống — hội thoại"", ""en"": ""Fill blank — dialogue""}","{""vi"": ""Điền từ vào chỗ trống:\nA: 你们认识那两个男人吗？\nNǐmen rènshi nà liǎng gè nánrén ma?\nB: 认识，___是我爸爸的朋友。\nRènshi, ___ shì wǒ bàba de péngyou."", ""en"": """"}","{""vi"": [""A. 女人 [nǚrén]"", ""B. 我们 [wǒmen]"", ""C. 他们 [tāmen]"", ""D. 先生 [xiānsheng]""], ""en"": ["""", """", """", """"]}","{""vi"": ""C"", ""en"": """"}","{""vi"": ""A: 你们认识那两个男人吗？\nB: 认识，他们是我爸爸的朋友。\nNǐmen rènshi nà liǎng gè nánrén ma?\nRènshi, tāmen shì wǒ bàba de péngyou.\n\nDịch:\nA: Các bạn có biết hai người đàn ông kia không?\nB: Có, họ là bạn của bố tôi."", ""en"": """"}",None,None,[],HSK1,3592
t-hsk1-connguoi,r-men,w-tamen,D1,D,"{""vi"": ""Cho gốc ghép từ"", ""en"": ""Root + component matching""}","{""vi"": ""Chọn đáp án phù hợp để tạo từ có nghĩa \""các anh ấy, bọn họ [nam]\"":\n___ + 们 = các anh ấy, bọn họ [nam]\nmen"", ""en"": """"}","{""vi"": [""A. 她+们 [tāmen]"", ""B. 他+们 [tāmen]"", ""C. 你+们 [nǐmen]"", ""D. 我+们 [wǒmen]""], ""en"": ["""", """", """", """"]}","{""vi"": ""B"", ""en"": """"}","{""vi"": ""他们 [tāmen]: các anh ấy, bọn họ [nam]"", ""en"": """"}",None,None,[],HSK1,3593
t-hsk1-connguoi,r-men,w-nimen,A1,A,"{""vi"": ""Nhìn chữ Hán → Chọn nghĩa"", ""en"": ""See Hanzi → Choose meaning""}","{""vi"": ""Chọn nghĩa đúng của từ sau:\n你们 [nǐmen]""}","{""vi"": [""A. các anh ấy, bọn họ [nam]"", ""B. bọn nó, chúng nó"", ""C. các anh, các chị, các bạn"", ""D. các cô ấy, bọn họ [nữ]""]}","{""vi"": ""C""}","{""vi"": ""你们 [nǐmen]: các anh, các chị, các bạn""}",,,[],HSK1,3594
t-hsk1-connguoi,r-men,w-nimen,A2,A,"{""vi"": ""Nghe audio → Chọn từ"", ""en"": ""Listen → Choose word""}","{""vi"": ""Nghe audio và chọn đáp án đúng:\nnǐmen"", ""en"": """"}","{""vi"": [""A. 我们 [wǒmen]"", ""B. 他们 [tāmen]"", ""C. 你们 [nǐmen]"", ""D. 她们 [tāmen]""], ""en"": []}","{""vi"": ""C"", ""en"": """"}","{""vi"": ""你们 [nǐmen]: các anh, các chị, các bạn"", ""en"": """"}",你们,,[],HSK1,3595
t-hsk1-connguoi,r-men,w-nimen,A3,A,"{""vi"": ""Đúng/Sai nghĩa"", ""en"": ""True/False meaning""}","{""vi"": ""Phán đoán đúng sai:\n你们 [nǐmen] = các anh, các chị, các bạn""}","{""vi"": [""A. Đúng"", ""B. Sai""]}","{""vi"": ""A""}","{""vi"": ""你们 [nǐmen]: các anh, các chị, các bạn""}",,,[],HSK1,3596
t-hsk1-connguoi,r-men,w-nimen,A4,A,"{""vi"": ""Nhìn chữ Hán → Chọn pinyin + nghĩa"", ""en"": ""See Hanzi → Choose pinyin + meaning""}","{""vi"": ""Chọn phiên âm và nghĩa của từ:\n你们""}","{""vi"": [""A. [tāmen] - các anh ấy"", ""B. [wǒmen] - chúng tôi"", ""C. [nǎlǐ] - ở đâu"", ""D. [nǐmen] - các anh, các chị, các bạn""]}","{""vi"": ""D""}","{""vi"": ""你们 [nǐmen]: các anh, các chị, các bạn""}",,,[],HSK1,3597
t-hsk1-connguoi,r-men,w-nimen,B1,B,"{""vi"": ""Nhìn nghĩa → Chọn chữ Hán"", ""en"": ""See meaning → Choose Hanzi""}","{""vi"": ""Chọn \""các anh, các chị, các bạn\"":""}","{""vi"": [""A. 你们 [nǐmen]"", ""B. 家人 [jiārén]"", ""C. 男人 [nánrén]"", ""D. 回家 [huíjiā]""]}","{""vi"": ""A""}","{""vi"": ""你们 [nǐmen]: các anh, các chị, các bạn""}",,,[],HSK1,3598
t-hsk1-connguoi,r-men,w-nimen,B2,B,"{""vi"": ""Nhìn ảnh → Chọn từ"", ""en"": ""See image → Choose word""}",None,None,None,None,,None,[],HSK1,3599
t-hsk1-connguoi,r-men,w-nimen,B3,B,"{""vi"": ""Đọc nghĩa → Gõ chữ Hán"", ""en"": ""Read meaning → Type Hanzi""}","{""vi"": ""Nhập chữ Hán của:\ncác anh, các chị, các bạn""}",None,"{""vi"": ""你们""}","{""vi"": ""你们 [nǐmen]: các anh, các chị, các bạn""}",,,[],HSK1,3600
t-hsk1-connguoi,r-men,w-nimen,C1,C,"{""vi"": ""Điền trống — câu đơn"", ""en"": ""Fill blank — single sentence""}","{""vi"": ""Điền từ vào chỗ trống:\n同学们，_____ 好！\nTóngxuémen, _____ hǎo!"", ""en"": """"}","{""vi"": [""A. 我们 [wǒmen]"", ""B. 你们 [nǐmen]"", ""C. 同学 [tóngxué]"", ""D. 家人 [jiārén]""], ""en"": []}","{""vi"": ""B"", ""en"": """"}","{""vi"": ""同学们，你们好！\nTóngxuémen, nǐmen hǎo!\nDịch: Chào các bạn học sinh!"", ""en"": """"}",,,[],HSK1,3601
t-hsk1-connguoi,r-men,w-nimen,C2,C,"{""vi"": ""Chọn câu đúng"", ""en"": ""Choose correct sentence""}","{""vi"": ""Chọn câu đúng:"", ""en"": """"}","{""vi"": [""A. 你们是学生吗？\nNǐmen shì xuéshēng ma?"", ""B. 是你们学生吗？\nShì nǐmen xuéshēng ma?""], ""en"": []}","{""vi"": ""A"", ""en"": """"}","{""vi"": ""Câu đúng:\n你们是学生吗？\nNǐmen shì xuéshēng ma?\nDịch: Các bạn là học sinh phải không?\n\nCâu sai:\n是你们学生吗？\nShì nǐmen xuéshēng ma?\nLý do: Sai trật tự từ — thiếu chủ ngữ trước động từ \""是\"", cấu trúc đúng phải là \""Chủ ngữ + 是 + Tân ngữ\""."", ""en"": """"}",,,[],HSK1,3602
t-hsk1-connguoi,r-men,w-nimen,C3,C,"{""vi"": ""Đúng/Sai cách dùng"", ""en"": ""True/False usage""}","{""vi"": ""Phán đoán đúng sai:\n你们都是我的朋友。\nNǐmen dōu shì wǒ de péngyou."", ""en"": """"}","{""vi"": [""A. Đúng"", ""B. Sai""], ""en"": []}","{""vi"": ""A"", ""en"": """"}","{""vi"": ""你们都是我的朋友。\nNǐmen dōu shì wǒ de péngyou.\nDịch: Các bạn đều là bạn của tôi."", ""en"": """"}",,,[],HSK1,3603
t-hsk1-connguoi,r-men,w-nimen,C4,C,"{""vi"": ""Điền trống — hội thoại"", ""en"": ""Fill blank — dialogue""}","{""vi"": ""Điền từ vào chỗ trống:\nA: 你叫什么名字？\nNǐ jiào shénme míngzì?\nB: 我叫小明。_____ 叫什么名字？\nWǒ jiào Xiǎomíng. _____ jiào shénme míngzì?"", ""en"": """"}","{""vi"": [""A. 她们 [tāmen]"", ""B. 同学 [tóngxué]"", ""C. 孩子 [háizi]"", ""D. 你们 [nǐmen]""], ""en"": []}","{""vi"": ""D"", ""en"": """"}","{""vi"": ""A: 你叫什么名字？\nB: 我叫小明。你们叫什么名字？\nNǐ jiào shénme míngzì?\nWǒ jiào Xiǎomíng. Nǐmen jiào shénme míngzì?\n\nDịch:\nA: Bạn tên là gì?\nB: Tôi tên là Tiểu Minh. Các bạn tên là gì?"", ""en"": """"}",,,[],HSK1,3604
t-hsk1-connguoi,r-men,w-nimen,D1,D,"{""vi"": ""Cho gốc ghép từ"", ""en"": ""Root + component matching""}","{""vi"": ""Chọn đáp án phù hợp để tạo từ có nghĩa \""các anh, các chị, các bạn\"":\n___ + 们 = các anh, các chị, các bạn\nmen""}","{""vi"": [""A. 他+们 [tāmen]"", ""B. 她+们 [tāmen]"", ""C. 你+们 [nǐmen]"", ""D. 它+们 [tāmen]""]}","{""vi"": ""C""}","{""vi"": ""你们 [nǐmen]: các anh, các chị, các bạn""}",,,[],HSK1,3605
t-hsk1-connguoi,r-men,w-tamen2,A1,A,"{""vi"": ""Nhìn chữ Hán → Chọn nghĩa"", ""en"": ""See Hanzi → Choose meaning""}","{""vi"": ""Chọn nghĩa đúng của từ sau:\n她们 [tāmen]"", ""en"": """"}","{""vi"": ""A. chúng nó, bọn nó\nB. các cô ấy, bọn họ [nữ]\nC. các bạn\nD. các anh ấy, bọn họ [nam]"", ""en"": """"}","{""vi"": ""B"", ""en"": """"}","{""vi"": ""她们 [tāmen]: các cô ấy, bọn họ [nữ]"", ""en"": """"}",,,[],HSK1,3606
t-hsk1-connguoi,r-men,w-tamen2,A2,A,"{""vi"": ""Nghe audio → Chọn từ"", ""en"": ""Listen → Choose word""}","{""vi"": ""Nghe audio và chọn đáp án đúng:\ntāmen"", ""en"": """"}","{""vi"": ""A. 它们 [tāmen]\nB. 你们 [nǐmen]\nC. 他们 [tāmen]\nD. 她们 [tāmen]"", ""en"": """"}","{""vi"": ""D"", ""en"": """"}","{""vi"": ""她们 [tāmen]: các cô ấy, bọn họ [nữ]"", ""en"": """"}",她们,,[],HSK1,3607
t-hsk1-connguoi,r-men,w-tamen2,A3,A,"{""vi"": ""Đúng/Sai nghĩa"", ""en"": ""True/False meaning""}","{""vi"": ""Phán đoán đúng sai:\n她们 [tāmen] = các cô ấy, bọn họ [nữ]"", ""en"": """"}","{""vi"": ""A. Đúng\nB. Sai"", ""en"": """"}","{""vi"": ""A"", ""en"": """"}","{""vi"": ""她们 [tāmen]: các cô ấy, bọn họ [nữ]"", ""en"": """"}",,,[],HSK1,3608
t-hsk1-connguoi,r-men,w-tamen2,A4,A,"{""vi"": ""Nhìn chữ Hán → Chọn pinyin + nghĩa"", ""en"": ""See Hanzi → Choose pinyin + meaning""}","{""vi"": ""Chọn phiên âm và nghĩa của từ:\n她们"", ""en"": """"}","{""vi"": ""A. [nǐmen] - các bạn\nB. [tāmen] - các cô ấy [nữ]\nC. [tāmen] - chúng nó\nD. [tāmen] - các anh ấy [nam]"", ""en"": """"}","{""vi"": ""B"", ""en"": """"}","{""vi"": ""她们 [tāmen]: các cô ấy, bọn họ [nữ]"", ""en"": """"}",,,[],HSK1,3609
t-hsk1-connguoi,r-men,w-tamen2,B1,B,"{""vi"": ""Nhìn nghĩa → Chọn chữ Hán"", ""en"": ""See meaning → Choose Hanzi""}","{""vi"": ""Chọn \""các cô ấy, bọn họ [nữ]\"":"", ""en"": """"}","{""vi"": ""A. 有的 [yǒu de]\nB. 真的 [zhēn de]\nC. 她们 [tāmen]\nD. 它们 [tāmen]"", ""en"": """"}","{""vi"": ""C"", ""en"": """"}","{""vi"": ""她们 [tāmen]: các cô ấy, bọn họ [nữ]"", ""en"": """"}",,,[],HSK1,3610
t-hsk1-connguoi,r-men,w-tamen2,B2,B,"{""vi"": ""Nhìn ảnh → Chọn từ"", ""en"": ""See image → Choose word""}",None,None,"{""vi"": ""她们"", ""en"": """"}","{""vi"": ""她们 [tāmen]: các cô ấy, bọn họ [nữ]"", ""en"": """"}",,None,[],HSK1,3611
t-hsk1-connguoi,r-men,w-tamen2,B3,B,"{""vi"": ""Đọc nghĩa → Gõ chữ Hán"", ""en"": ""Read meaning → Type Hanzi""}","{""vi"": ""Nhập chữ Hán của:\ncác cô ấy, bọn họ [nữ]"", ""en"": """"}",None,"{""vi"": ""她们"", ""en"": """"}","{""vi"": ""她们 [tāmen]: các cô ấy, bọn họ [nữ]"", ""en"": """"}",,,[],HSK1,3612
t-hsk1-connguoi,r-men,w-tamen2,C1,C,"{""vi"": ""Điền trống — câu đơn"", ""en"": ""Fill blank — single sentence""}","{""vi"": ""Điền từ vào chỗ trống:\n___都是我的同学，她们学习很好。\n___ dōu shì wǒ de tóngxué, tāmen xuéxí hěn hǎo."", ""en"": """"}","{""vi"": ""A. 在家 [zàijiā]\nB. 回家 [huíjiā]\nC. 他们 [tāmen]\nD. 她们 [tāmen]"", ""en"": """"}","{""vi"": ""D"", ""en"": """"}","{""vi"": ""她们都是我的同学，她们学习很好。\nTāmen dōu shì wǒ de tóngxué, tāmen xuéxí hěn hǎo.\nDịch: Các cô ấy đều là bạn học của tôi, họ học rất giỏi."", ""en"": """"}",,,[],HSK1,3613
t-hsk1-connguoi,r-men,w-tamen2,C2,C,"{""vi"": ""Chọn câu đúng"", ""en"": ""Choose correct sentence""}","{""vi"": ""Chọn câu đúng:"", ""en"": """"}","{""vi"": ""A. 她们每天一起去学校。\nTāmen měitiān yìqǐ qù xuéxiào.\nB. 每天她们一起学校去。\nMěitiān tāmen yìqǐ xuéxiào qù."", ""en"": """"}","{""vi"": ""A"", ""en"": """"}","{""vi"": ""Câu đúng:\n她们每天一起去学校。\nTāmen měitiān yìqǐ qù xuéxiào.\nDịch: Các cô ấy mỗi ngày cùng nhau đi học.\n\nCâu sai:\n每天她们一起学校去。\nMěitiān tāmen yìqǐ xuéxiào qù.\nLý do: Sai trật tự từ — động từ \""去\"" phải đứng trước tân ngữ \""学校\"" (câu đúng ở trên là cách dùng chuẩn: \""去学校\"")."", ""en"": """"}",,,[],HSK1,3614
t-hsk1-connguoi,r-men,w-tamen2,C3,C,"{""vi"": ""Đúng/Sai cách dùng"", ""en"": ""True/False usage""}","{""vi"": ""Phán đoán đúng sai:\n她们喜欢去商店买东西。\nTāmen xǐhuān qù shāngdiàn mǎi dōngxī."", ""en"": """"}","{""vi"": ""A. Đúng\nB. Sai"", ""en"": """"}","{""vi"": ""A"", ""en"": """"}","{""vi"": ""她们喜欢去商店买东西。\nTāmen xǐhuān qù shāngdiàn mǎi dōngxī.\nDịch: Các cô ấy thích đi cửa hàng mua đồ."", ""en"": """"}",,,[],HSK1,3615
t-hsk1-connguoi,r-men,w-tamen2,C4,C,"{""vi"": ""Điền trống — hội thoại"", ""en"": ""Fill blank — dialogue""}","{""vi"": ""Điền từ vào chỗ trống:\nA: 小红和小丽在哪儿？\nXiǎo Hóng hé Xiǎo Lì zài nǎr?\nB: ___在教室里学习。\n___ zài jiàoshì lǐ xuéxí.""}","{""vi"": [""A. 我们 [wǒmen]"", ""B. 她们 [tāmen]"", ""C. 他们 [tāmen]"", ""D. 家人 [jiārén]""]}","{""vi"": ""B""}","{""vi"": ""A: 小红和小丽在哪儿？\nB: 她们在教室里学习。\nXiǎo Hóng hé Xiǎo Lì zài nǎr?\nTāmen zài jiàoshì lǐ xuéxí.\n\nDịch:\nA: Tiểu Hồng và Tiểu Lệ ở đâu?\nB: Họ đang học trong lớp.""}",,,[],HSK1,3616
t-hsk1-connguoi,r-men,w-tamen2,D1,D,"{""vi"": ""Cho gốc ghép từ"", ""en"": ""Root + component matching""}","{""vi"": ""Chọn đáp án phù hợp để tạo từ có nghĩa \""các cô ấy, bọn họ [nữ]\"":\n___ + 们 = các cô ấy, bọn họ [nữ]\nmen"", ""en"": """"}","{""vi"": ""A. 她+们 [tāmen]\nB. 他+们 [tāmen]\nC. 你+们 [nǐmen]\nD. 它+们 [tāmen]"", ""en"": """"}","{""vi"": ""A"", ""en"": """"}","{""vi"": ""她们 [tāmen]: các cô ấy, bọn họ [nữ]"", ""en"": """"}",,,[],HSK1,3617
t-hsk1-connguoi,r-men,w-tamen3,A1,A,"{""vi"": ""Nhìn chữ Hán → Chọn nghĩa"", ""en"": ""See Hanzi → Choose meaning""}","{""vi"": ""Chọn nghĩa đúng của từ sau:\n它们 [tāmen]"", ""en"": """"}","{""vi"": [""A. các chị ấy, bọn họ [nữ]"", ""B. các anh ấy, bọn họ [nam]"", ""C. bọn nó, chúng nó"", ""D. các bạn""], ""en"": ["""", """", """", """"]}","{""vi"": ""C"", ""en"": """"}","{""vi"": ""它们 [tāmen]: bọn nó, chúng nó"", ""en"": """"}",None,None,[],HSK1,3618
t-hsk1-connguoi,r-men,w-tamen3,A2,A,"{""vi"": ""Nghe audio → Chọn từ"", ""en"": ""Listen → Choose word""}","{""vi"": ""Nghe audio và chọn đáp án đúng:\n[tāmen]"", ""en"": """"}","{""vi"": [""A. 他们 [tāmen]"", ""B. 它们 [tāmen]"", ""C. 你们 [nǐmen]"", ""D. 学生 [xuéshēng]""], ""en"": ["""", """", """", """"]}","{""vi"": ""B"", ""en"": """"}","{""vi"": ""它们 [tāmen]: bọn nó, chúng nó"", ""en"": """"}",它们,None,[],HSK1,3619
t-hsk1-connguoi,r-men,w-tamen3,A3,A,"{""vi"": ""Đúng/Sai nghĩa"", ""en"": ""True/False meaning""}","{""vi"": ""Phán đoán đúng sai:\n它们 [tāmen] = bọn nó, chúng nó"", ""en"": """"}","{""vi"": [""A. Đúng"", ""B. Sai""], ""en"": ["""", """"]}","{""vi"": ""A"", ""en"": """"}","{""vi"": ""它们 [tāmen]: bọn nó, chúng nó"", ""en"": """"}",None,None,[],HSK1,3620
t-hsk1-connguoi,r-men,w-tamen3,A4,A,"{""vi"": ""Nhìn chữ Hán → Chọn pinyin + nghĩa"", ""en"": ""See Hanzi → Choose pinyin + meaning""}","{""vi"": ""Chọn phiên âm và nghĩa của từ:\n它们"", ""en"": """"}","{""vi"": [""A. [wǒmen] - chúng tôi"", ""B. [nǐmen] - các bạn"", ""C. [tāmen] - bọn nó, chúng nó"", ""D. [tāmen] - các chị ấy""], ""en"": ["""", """", """", """"]}","{""vi"": ""C"", ""en"": """"}","{""vi"": ""它们 [tāmen]: bọn nó, chúng nó"", ""en"": """"}",None,None,[],HSK1,3621
t-hsk1-connguoi,r-men,w-tamen3,B1,B,"{""vi"": ""Nhìn nghĩa → Chọn chữ Hán"", ""en"": ""See meaning → Choose Hanzi""}","{""vi"": ""Chọn \""bọn nó, chúng nó\"":"", ""en"": """"}","{""vi"": [""A. 它们 [tāmen]"", ""B. 我们 [wǒmen]"", ""C. 女人 [nǚrén]"", ""D. 学生 [xuéshēng]""], ""en"": ["""", """", """", """"]}","{""vi"": ""A"", ""en"": """"}","{""vi"": ""它们 [tāmen]: bọn nó, chúng nó"", ""en"": """"}",None,None,[],HSK1,3622
t-hsk1-connguoi,r-men,w-tamen3,B2,B,"{""vi"": ""Nhìn ảnh → Chọn từ"", ""en"": ""See image → Choose word""}",None,None,"{""vi"": ""它们"", ""en"": """"}","{""vi"": ""它们 [tāmen]: bọn nó, chúng nó"", ""en"": """"}",None,None,[],HSK1,3623
t-hsk1-connguoi,r-men,w-tamen3,B3,B,"{""vi"": ""Đọc nghĩa → Gõ chữ Hán"", ""en"": ""Read meaning → Type Hanzi""}","{""vi"": ""Nhập chữ Hán của:\nbọn nó, chúng nó"", ""en"": """"}",None,"{""vi"": ""它们"", ""en"": """"}","{""vi"": ""它们 [tāmen]: bọn nó, chúng nó"", ""en"": """"}",None,None,[],HSK1,3624
t-hsk1-connguoi,r-men,w-tamen3,C1,C,"{""vi"": ""Điền trống — câu đơn"", ""en"": ""Fill blank — single sentence""}","{""vi"": ""Điền từ vào chỗ trống:\n这是苹果和香蕉，___都很好吃。\nZhè shì píngguǒ hé xiāngjiāo, ___ dōu hěn hǎochī."", ""en"": """"}","{""vi"": [""A. 家人 [jiārén]"", ""B. 它们 [tāmen]"", ""C. 你们 [nǐmen]"", ""D. 朋友 [péngyou]""], ""en"": ["""", """", """", """"]}","{""vi"": ""B"", ""en"": """"}","{""vi"": ""这是苹果和香蕉，它们都很好吃。\nZhè shì píngguǒ hé xiāngjiāo, tāmen dōu hěn hǎochī.\nDịch: Đây là táo và chuối, chúng đều rất ngon."", ""en"": """"}",None,None,[],HSK1,3625
t-hsk1-connguoi,r-men,w-tamen3,C2,C,"{""vi"": ""Chọn câu đúng"", ""en"": ""Choose correct sentence""}","{""vi"": ""Chọn câu đúng:"", ""en"": """"}","{""vi"": [""A. 我的猫很大，我很喜欢它们。\nWǒ de māo hěn dà, wǒ hěn xǐhuān tāmen."", ""B. 我的猫大很，我很喜欢它们。\nWǒ de māo dà hěn, wǒ hěn xǐhuān tāmen.""], ""en"": ["""", """"]}","{""vi"": ""A"", ""en"": """"}","{""vi"": ""Câu đúng:\n我的猫很大，我很喜欢它们。\nWǒ de māo hěn dà, wǒ hěn xǐhuān tāmen.\nDịch: Mèo của tôi rất to, tôi rất thích chúng.\n\nCâu sai:\n我的猫大很，我很喜欢它们。\nWǒ de māo dà hěn, wǒ hěn xǐhuān tāmen.\nLý do: \""很\"" phải đứng trước tính từ \""大\"", không đứng sau."", ""en"": """"}",None,None,[],HSK1,3626
t-hsk1-connguoi,r-men,w-tamen3,C3,C,"{""vi"": ""Đúng/Sai cách dùng"", ""en"": ""True/False usage""}","{""vi"": ""Phán đoán đúng sai:\n它们很好吃的苹果。\nTāmen hěn hǎochī de píngguǒ."", ""en"": """"}","{""vi"": [""A. Đúng"", ""B. Sai""], ""en"": ["""", """"]}","{""vi"": ""B"", ""en"": """"}","{""vi"": ""Nguyên nhân sai: \""它们\"" là đại từ, không thể dùng làm định ngữ trực tiếp cho danh từ \""苹果\"".\n\nCâu đúng:\n这些苹果很好吃。\nZhèxiē píngguǒ hěn hǎochī.\nDịch: Những quả táo này rất ngon."", ""en"": """"}",None,None,[],HSK1,3627
t-hsk1-connguoi,r-men,w-tamen3,C4,C,"{""vi"": ""Điền trống — hội thoại"", ""en"": ""Fill blank — dialogue""}","{""vi"": ""Điền từ vào chỗ trống:\nA: 你在看什么？\nNǐ zài kàn shénme?\nB: 我在看我的猫，___很可爱。\nWǒ zài kàn wǒ de māo, ___ hěn kě'ài."", ""en"": """"}","{""vi"": [""A. 它们 [tāmen]"", ""B. 我们 [wǒmen]"", ""C. 他们 [tāmen]"", ""D. 她们 [tāmen]""], ""en"": ["""", """", """", """"]}","{""vi"": ""A"", ""en"": """"}","{""vi"": ""A: 你在看什么？\nB: 我在看我的猫，它们很可爱。\nNǐ zài kàn shénme?\nWǒ zài kàn wǒ de māo, tāmen hěn kě'ài.\n\nDịch:\nA: Bạn đang xem gì thế?\nB: Tôi đang xem mèo của tôi, chúng rất dễ thương."", ""en"": """"}",None,None,[],HSK1,3628
t-hsk1-connguoi,r-men,w-tamen3,D1,D,"{""vi"": ""Cho gốc ghép từ"", ""en"": ""Root + component matching""}","{""vi"": ""Chọn đáp án phù hợp để tạo từ có nghĩa \""bọn nó, chúng nó\"":\n___ + 们 = bọn nó, chúng nó\nmen"", ""en"": """"}","{""vi"": [""A. 我+们 [wǒmen]"", ""B. 她+们 [tāmen]"", ""C. 它+们 [tāmen]"", ""D. 他+们 [tāmen]""], ""en"": ["""", """", """", """"]}","{""vi"": ""C"", ""en"": """"}","{""vi"": ""它们 [tāmen]: bọn nó, chúng nó"", ""en"": """"}",None,None,[],HSK1,3629
t-hsk1-anuong,r-mian,w-mianbao2,A1,A,"{""vi"": ""Nhìn chữ Hán → Chọn nghĩa"", ""en"": ""See Hanzi → Choose meaning""}","{""vi"": ""Chọn nghĩa đúng của từ sau:\n面包 [miànbāo]""}","{""vi"": [""A. mì sợi"", ""B. bánh bao"", ""C. bánh mì"", ""D. nước""]}","{""vi"": ""C""}","{""vi"": ""面包 [miànbāo]: bánh mì""}",,,[],HSK1,3630
t-hsk1-anuong,r-mian,w-mianbao2,A2,A,"{""vi"": ""Nghe audio → Chọn từ"", ""en"": ""Listen → Choose word""}","{""vi"": ""Nghe audio và chọn đáp án đúng:\nmiànbāo""}","{""vi"": [""A. 面条 [miàntiáo]"", ""B. 面包 [miànbāo]"", ""C. 包子 [bāozi]"", ""D. 饭店 [fàndiàn]""]}","{""vi"": ""B""}","{""vi"": ""面包 [miànbāo]: bánh mì""}",面包,,[],HSK1,3631
t-hsk1-anuong,r-mian,w-mianbao2,A3,A,"{""vi"": ""Đúng/Sai nghĩa"", ""en"": ""True/False meaning""}","{""vi"": ""Phán đoán đúng sai:\n面包 [miànbāo] = mì sợi""}","{""vi"": [""A. Đúng"", ""B. Sai""]}","{""vi"": ""B""}","{""vi"": ""面包 [miànbāo]: bánh mì""}",,,[],HSK1,3632
t-hsk1-anuong,r-mian,w-mianbao2,A4,A,"{""vi"": ""Nhìn chữ Hán → Chọn pinyin + nghĩa"", ""en"": ""See Hanzi → Choose pinyin + meaning""}","{""vi"": ""Chọn phiên âm và nghĩa của từ:\n面包""}","{""vi"": [""A. [bāozi] - bánh bao"", ""B. [chīfàn] - ăn cơm"", ""C. [miànbāo] - bánh mì"", ""D. [miàntiáo] - mì sợi""]}","{""vi"": ""C""}","{""vi"": ""面包 [miànbāo]: bánh mì""}",,,[],HSK1,3633
t-hsk1-anuong,r-mian,w-mianbao2,B1,B,"{""vi"": ""Nhìn nghĩa → Chọn chữ Hán"", ""en"": ""See meaning → Choose Hanzi""}","{""vi"": ""Chọn \""bánh mì\"":""}","{""vi"": [""A. 早饭 [zǎofàn]"", ""B. 午饭 [wǔfàn]"", ""C. 饭店 [fàndiàn]"", ""D. 面包 [miànbāo]""]}","{""vi"": ""D""}","{""vi"": ""面包 [miànbāo]: bánh mì""}",,,[],HSK1,3634
t-hsk1-anuong,r-mian,w-mianbao2,B2,B,"{""vi"": ""Nhìn ảnh → Chọn từ"", ""en"": ""See image → Choose word""}","{""vi"": ""Xem hình và chọn từ phù hợp:""}","{""vi"": [""A. 水 [shuǐ]"", ""B. 牛奶 [niúnǎi]"", ""C. 面包 [miànbāo]"", ""D. 包子 [bāozi]""]}","{""vi"": ""C""}","{""vi"": ""面包 [miànbāo]: bánh mì""}",,A loaf of fresh bread on a wooden cutting board,[],HSK1,3635
t-hsk1-anuong,r-mian,w-mianbao2,B3,B,"{""vi"": ""Đọc nghĩa → Gõ chữ Hán"", ""en"": ""Read meaning → Type Hanzi""}","{""vi"": ""Nhập chữ Hán của:\nbánh mì""}",None,"{""vi"": ""面包""}","{""vi"": ""面包 [miànbāo]: bánh mì""}",,,[],HSK1,3636
t-hsk1-anuong,r-mian,w-mianbao2,C1,C,"{""vi"": ""Điền trống — câu đơn"", ""en"": ""Fill blank — single sentence""}","{""vi"": ""Điền từ vào chỗ trống:\n请给我一个___。\nQǐng gěi wǒ yī gè miànbāo.""}","{""vi"": [""A. 面条 [miàntiáo]"", ""B. 午饭 [wǔfàn]"", ""C. 面包 [miànbāo]"", ""D. 水 [shuǐ]""]}","{""vi"": ""C""}","{""vi"": ""请给我一个面包。\nQǐng gěi wǒ yī gè miànbāo.\nDịch: Làm ơn cho tôi một cái bánh mì.""}",,,[],HSK1,3637
